Машины марк;Үнэ;Моторын багтаамж;Хурдны хайрцаг;Хүрд;Төрөл;Өнгө;Үйлдвэрлэсэн он;Орж ирсэн он;Хөдөлгүүр;Дотор өнгө;Лизинг;Хаяг;Хөтлөгч;Явсан;Нөхцөл;Хаалга
Toyota Prius 30, 2011/2021;17.6 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2011;2021;Хайбрид;Хар;Лизинггүй;улаанбаатар 10р хороолол;Урдаа FWD;190000 км.;Дугаар авсан;5
Lexus LX, 2001/2012;35 сая ₮;4.7 л;Автомат;Зөв;Жийп;Хар;2001;2012;Бензин;Хар;Лизинггүй;BZD;Бүх дугуй 4WD;200 км.;Дугаар авсан;5
Toyota Corolla, 2015/2020;17.8 сая ₮;1.3 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2015;2020;Хайбрид;Хар;Лизинггүй;У.Б;Урдаа FWD;200000 км.;Дугаар авсан;4
Nissan Skyline, 2007/2012;6.5 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Хөх;2007;2012;Бензин;Хар;Лизинггүй;улаанбаатар;Бүх дугуй 4WD;10000 км.;Дугаар авсан;4
Toyota Prius 40, 41, 2014/2019;19.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2014;2019;Бензин;Хар;Лизинггүй;10 хороолол;Урдаа FWD;210000 км.;Дугаар авсан;5
Subaru Exiga, 2011/2020;17 сая ₮;0.9 л;Автомат;Буруу;Гэр бүлийн;Хар;2011;2020;Бензин;Хар;Лизинггүй;Чингэлтэй дүүрэг;Хойноо RWD;17 км.;Дугаар авсан;5
Mercedes-Benz E-Class, 2014/2023;65 сая ₮;3.5 л;Автомат;Зөв;Суудлын тэрэг;Хар;2014;2023;Бензин;Хар;Банкны лизингтэй;Зүүн 4 зам Copper plaza;Хойноо RWD;95000 км.;Дугаар аваагүй;5
Toyota Prius 30, 2011/2020;20 сая ₮;1.8 л;Автомат;Зөв;Суудлын тэрэг;Хөх;2011;2020;Бензин;Бусад;Лизинггүй;Ботаник;Урдаа FWD;180000 км.;Дугаар авсан;4
Toyota Premio, 2011/2020;23 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2011;2020;Бензин;Хар;Лизинггүй;УБ;Урдаа FWD;130000 км.;Дугаар авсан;5
Автомашин Бусад, 2005/2023;8 сая ₮;2.5 л;Автомат;Зөв;Суудлын тэрэг;Хар;2005;2023;Бензин;Хар;Лизинггүй;ӨВА;Бүх дугуй 4WD;1000 км.;Дугаар авсан;4
Nissan Serena, 2010/2019;15 сая ₮;1.8 л;Автомат;Буруу;Гэр бүлийн;Саарал;2010;2019;Бензин;Саарал;Лизинггүй;Han-Uul;Урдаа FWD;160000 км.;Дугаар авсан;5
Toyota Land Cruiser Prado, 1999/2008;13 сая ₮;2.9 л;Автомат;Буруу;Суудлын тэрэг;Саарал;1999;2008;Дизель;Саарал;Лизинггүй;Баянзүрх;Бүх дугуй 4WD;150000 км.;Дугаар авсан;4
Hyundai Starex, 2011/2018;18.5 сая ₮;2.5 л;Автомат;Зөв;Гэр бүлийн;Саарал;2011;2018;Дизель;Саарал;Лизинггүй;Khan Uul duuref 15r horoo;Хойноо RWD;150000 км.;Дугаар авсан;5
Lexus LX, 2008/2015;102 сая ₮;5.7 л;Автомат;Зөв;Жийп;Бусад;2008;2015;Бензин;Шаргал;Лизинггүй;Бзд, 26-р хороо;Бүх дугуй 4WD;160000 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2012/2023;31.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2012;2023;Бензин;Бусад;ББСБ лизингтэй;Ulaanbaatar;Урдаа FWD;150000 км.;Шинэ;5
Lexus RX, 2012/2020;72 сая ₮;3.5 л;Автомат;Зөв;Жийп;Саарал;2012;2020;Бензин;Саарал;Лизинггүй;ХУД, 18 хороо, Хүннү 2222 хороолол;Бүх дугуй 4WD;92290 км.;Дугаар авсан;5
SsangYong Istana, 2000/2008;4 сая ₮;3.0 л;Механик;Зөв;Гэр бүлийн;Хөх;2000;2008;Дизель;Бусад;Лизинггүй;khan uul;Урдаа FWD;1 км.;Дугаар авсан;3
Toyota Harrier, 2008/2017;33 сая ₮;2.4 л;Автомат;Буруу;Жийп;Хар;2008;2017;Бензин;Саарал;Лизинггүй;Хүннү 2222;Урдаа FWD;136300 км.;Дугаар авсан;5
Toyota Highlander, 2017/2019;85 сая ₮;3.5 л;Автомат;Зөв;Жийп;Хар саарал;2017;2019;Бензин;Саарал;Лизинггүй;ХУД;Урдаа FWD;108000 км.;Дугаар авсан;5
Subaru Legacy, 2012/2022;21 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2012;2022;Бензин;Саарал;ББСБ лизингтэй;ulaanbaatar;Хойноо RWD;205000 км.;Дугаар авсан;5
Lexus RX, 2013/2023;75 сая ₮;3.5 л;Автомат;Буруу;Жийп;Цайвар цэнхэр;2013;2023;Хайбрид;Хар;Лизинггүй;nan;Бүх дугуй 4WD;150000 км.;Дугаар авсан;5
Toyota Prius 30, 2011/2018;17 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2011;2018;Бензин;Хар;Лизинггүй;BZD12-r horooo;Урдаа FWD;100000 км.;Дугаар авсан;5
Toyota Prius 20, 2007/2016;10.8 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2007;2016;Бензин;Хар;Лизинггүй;1-р хороолол хамбын овоо;Урдаа FWD;150000 км.;Дугаар авсан;5
Toyota Land Cruiser 200, 2018/2018;185 сая ₮;4.2 л;Автомат;Зөв;Жийп;Саарал;2018;2018;Бензин;Шаргал;Лизинггүй;Зайсан;Бүх дугуй 4WD;90000 км.;Дугаар авсан;5
Toyota Aqua, 2015/2020;16 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2015;2020;Хайбрид;Хар;Лизинггүй;Хан-Уул дүүрэг;Урдаа FWD;30000 км.;Дугаар авсан;5
Toyota Alphard, 2008/2017;19 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Саарал;2008;2017;Бензин;Хар;Лизинггүй;Jukov;Бүх дугуй 4WD;140000 км.;Дугаар авсан;5
Hyundai Sonata, 2012/2018;10 сая ₮;2.0 л;Автомат;Зөв;Суудлын тэрэг;Цагаан;2012;2018;Газ;Саарал;Лизинггүй;Орон нутаг;Урдаа FWD;200 км.;Дугаар авсан;5
Toyota Prius 20, 2009/2015;9.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2009;2015;Хайбрид;Саарал;Лизинггүй;bayangol;Урдаа FWD;150000 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2012/2021;26 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2021;Бензин;Хар;Банкны лизингтэй;nan;Урдаа FWD;200 км.;Дугаар авсан;5
Lexus RX, 2007/2022;41 сая ₮;3.3 л;Автомат;Зөв;Суудлын тэрэг;Саарал;2007;2022;Хайбрид;Хар;ББСБ лизингтэй;Баянзүрх;Бүх дугуй 4WD;170000 км.;Дугаар авсан;5
Toyota Harrier, 2000/2009;10 сая ₮;2.0 л;Автомат;Буруу;Жийп;Цагаан;2000;2009;Бензин;Хар;Лизинггүй;схд;Хойноо RWD;100 км.;Дугаар авсан;5
Toyota Prius 20, 2006/2021;16.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2006;2021;Бензин;Хар;Лизинггүй;UB;Урдаа FWD;200000 км.;Дугаар авсан;4
Toyota Aqua, 2012/2021;14 сая ₮;1.3 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2012;2021;Бензин;Шаргал;Лизинггүй;уб;Урдаа FWD;96000 км.;Дугаар авсан;4
Toyota Prius 20, 2006/2020;14.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2006;2020;Хайбрид;Хар;Лизинггүй;Бзд;Урдаа FWD;190000 км.;Дугаар авсан;5
Toyota Axio, 2015/2021;16.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2015;2021;Бензин;Хар;Лизинггүй;21;Бүх дугуй 4WD;187000 км.;Дугаар авсан;5
Ford F-сери, 2020/2020;238 сая ₮;3.5 л;Автомат;Зөв;Жийп;Улаан;2020;2020;Бензин;Хар;ББСБ лизингтэй;UB;Бүх дугуй 4WD;75000 км.;Дугаар авсан;5
Toyota Sienta, 2017/2023;28 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2017;2023;Хайбрид;Хар;ББСБ лизингтэй;da hvree;Урдаа FWD;210000 км.;Дугаар аваагүй;5
Toyota Prius 30, 2012/2020;17 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2012;2020;Хайбрид;Хар;Лизинггүй;100 ail;Урдаа FWD;2000000 км.;Дугаар авсан;3
Toyota Harrier, 2005/2016;25 сая ₮;3.3 л;Автомат;Буруу;Жийп;Саарал;2005;2016;Хайбрид;Хар;Лизинггүй;бзд;Бүх дугуй 4WD;200000 км.;Дугаар авсан;4
Toyota Harrier, 2012/2021;35.5 сая ₮;2.4 л;Автомат;Буруу;Жийп;Хар;2012;2021;Бензин;Хар;Лизинггүй;Улаанбаатар;Урдаа FWD;172000 км.;Дугаар авсан;5
Toyota Sai, 2013/2020;28 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2013;2020;Хайбрид;Хар;Лизинггүй;Баянгол 24-р хороо;Урдаа FWD;185000 км.;Дугаар авсан;4
Toyota Prius 40, 41, 2013/2022;29.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2013;2022;Бензин;Саарал;Лизинггүй;nan;Урдаа FWD;189000 км.;Дугаар авсан;5
Toyota Prius 20, 2008/2017;16 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2008;2017;Бензин;Саарал;Лизинггүй;Ulaanbaatar;Урдаа FWD;210000 км.;Дугаар авсан;4
Toyota Land Cruiser Prado, 2014/2023;117 сая ₮;2.7 л;Автомат;Буруу;Жийп;Сувдан цагаан;2014;2023;Бензин;Шаргал;Банкны лизингтэй;ХУД- Академ 2 хотхон;Бүх дугуй 4WD;130000 км.;Дугаар авсан;6
Toyota Prius 20, 2004/2022;18.3 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Боронзон;2004;2022;Хайбрид;Шаргал;Лизинггүй;БГД;Урдаа FWD;100000000 км.;Дугаар авсан;5
Lexus HS, 2009/2019;25.5 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Хөх;2009;2019;Бензин;Хар;Лизинггүй;Баян зүрх дүүрэг;Урдаа FWD;190000 км.;Дугаар авсан;5
Lexus LX, 2011/2012;112 сая ₮;5.7 л;Автомат;Зөв;Жийп;Хар;2011;2012;Бензин;Цагаан шар;Лизинггүй;Улаанбаатар;Бүх дугуй 4WD;98000 км.;Дугаар авсан;5
Toyota Prius 30, 2013/2023;25 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2013;2023;Хайбрид;Хар;Лизинггүй;3 4horoollol;Урдаа FWD;144 км.;Дугаар авсан;5
Suzuki Escudo, 2012/2021;27 сая ₮;2.4 л;Автомат;Буруу;Жийп;Хар;2012;2021;Бензин;Хар;Лизинггүй;10r horoolol;Бүх дугуй 4WD;70000 км.;Дугаар авсан;5
Toyota Prius 20, 2004/2022;16 сая ₮;1.5 л;Автомат;Зөв;Жийп;Саарал;2004;2022;Хайбрид;Хар;ББСБ лизингтэй;Уб;Урдаа FWD;200000 км.;Дугаар авсан;4
Toyota Land Cruiser Prado, 2008/2018;50 сая ₮;2.7 л;Автомат;Буруу;Жийп;Цагаан;2008;2018;Бензин;Хар;ББСБ лизингтэй;Хан уул;Бүх дугуй 4WD;100000 км.;Дугаар авсан;5
Toyota Land Cruiser 200, 2018/2018;205 сая ₮;4.0 л;Автомат;Зөв;Жийп;Саарал;2018;2018;Бензин;Цагаан шар;Лизинггүй;nan;Бүх дугуй 4WD;38000 км.;Дугаар авсан;5
Toyota Harrier, 2015/2021;60 сая ₮;2.5 л;Автомат;Буруу;Жийп;Хар;2015;2021;Бензин;Бусад;Лизинггүй;Улаанбаатар;Урдаа FWD;55555 км.;Дугаар авсан;5
Subaru Liberty, 2018/2020;38 сая ₮;3.0 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2018;2020;Бензин;Хар;Лизинггүй;13хороолол;Бүх дугуй 4WD;48000 км.;Дугаар авсан;4
Toyota Land Cruiser 77, 2011/2011;75 сая ₮;4.2 л;Механик;Зөв;Жийп;Саарал;2011;2011;Дизель;Саарал;Лизинггүй;Хан-Уул дүүрэг;Бүх дугуй 4WD;190000 км.;Дугаар авсан;5
Lexus RX, 2009/2023;58 сая ₮;3.4 л;Автомат;Буруу;Жийп;Цагаан;2009;2023;Бензин;Цагаан шар;ББСБ лизингтэй;бзд;Бүх дугуй 4WD;180000 км.;Дугаар авсан;4
Mitsubishi Delica, 2010/2019;20 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Цайвар цэнхэр;2010;2019;Бензин;Хар;Лизинггүй;СБД;Бүх дугуй 4WD;200000 км.;Дугаар авсан;5
Автомашин Орос, 2016/2017;32 сая ₮;2.7 л;Механик;Зөв;Жийп;Хар;2016;2017;Бензин;Хар;Лизинггүй;БЗД;Бүх дугуй 4WD;100 км.;Дугаар авсан;5
Toyota Prius 20, 2008/2018;13.8 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2008;2018;Хайбрид;Хар;Лизинггүй;nan;Урдаа FWD;150000 км.;Дугаар авсан;4
Nissan Advan, 2015/2020;13 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2015;2020;Бензин;Хар;Лизинггүй;СХД;Урдаа FWD;100 км.;Дугаар авсан;5
Subaru Forester, 2009/2018;19.5 сая ₮;2.0 л;Автомат;Буруу;Жийп;Хар;2009;2018;Бензин;Саарал;Лизинггүй;zaisan;Бүх дугуй 4WD;170 км.;Дугаар авсан;5
Lexus RX, 2010/2020;45 сая ₮;3.3 л;Автомат;Буруу;Жийп;Улаан;2010;2020;Хайбрид;Хар;ББСБ лизингтэй;optser;Урдаа FWD;137000 км.;Дугаар авсан;4
Toyota Sai, 2012/2021;24.8 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2012;2021;Хайбрид;Хар;Лизинггүй;nan;Урдаа FWD;128000 км.;Дугаар авсан;4
Toyota Fielder, 2014/2019;17 сая ₮;1.4 л;Механик;Буруу;Суудлын тэрэг;Саарал;2014;2019;Хайбрид;Саарал;Лизинггүй;УБ хот БГД;Урдаа FWD;215 км.;Дугаар авсан;5
Toyota Vellfire, 2008/2015;30 сая ₮;2.5 л;Автомат;Буруу;Гэр бүлийн;Хар;2008;2015;Бензин;Шаргал;Лизинггүй;БЗД, натур худалдааны төв;Бүх дугуй 4WD;132000 км.;Дугаар авсан;4
Toyota Kluger, 2003/2012;12 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2003;2012;Бензин;Бусад;Лизинггүй;Улаанбаатар;Бүх дугуй 4WD;1 км.;Дугаар авсан;5
Kia Borrego, 2016/2021;55 сая ₮;3.0 л;Автомат;Зөв;Жийп;Хар саарал;2016;2021;Дизель;Бор;Лизинггүй;Баянгол дүүрэг 19-р хороо 66а;Бүх дугуй 4WD;6600 км.;Дугаар авсан;5
Toyota Harrier, 2006/2019;28 сая ₮;3.3 л;Автомат;Буруу;Жийп;Хар;2006;2019;Хайбрид;Хар;Лизинггүй;Худ 20р хорооо;Бүх дугуй 4WD;200000 км.;Дугаар авсан;5
Toyota Alphard, 2005/2022;22 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Сувдан цагаан;2005;2022;Хайбрид;Шаргал;ББСБ лизингтэй;3,4-р хороолол өргөө кино театр;Бүх дугуй 4WD;222000 км.;Дугаар авсан;5
Hyundai Sonata, 2010/2017;7.5 сая ₮;2.0 л;Автомат;Зөв;Суудлын тэрэг;Саарал;2010;2017;Газ;Саарал;Лизинггүй;бзд;Урдаа FWD;500000 км.;Дугаар авсан;5
Toyota Prius 20, 2008/2023;19.8 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2008;2023;Хайбрид;Бусад;Хувь лизингтэй;11xopoolol;Урдаа FWD;110 км.;Дугаар авсан;4
Lexus RX, 2009/2022;58.5 сая ₮;3.4 л;Автомат;Буруу;Жийп;Сувдан цагаан;2009;2022;Хайбрид;Шаргал;ББСБ лизингтэй;СБД;Бүх дугуй 4WD;135000 км.;Дугаар авсан;5
Toyota Harrier, 2005/2005;35 сая ₮;3.3 л;Автомат;Буруу;Суудлын тэрэг;Хүрэн;2005;2005;Бензин;Бусад;ББСБ лизингтэй;16 хороолол;Урдаа FWD;150000 км.;Дугаар авсан;5
Toyota Mark, 2003/2023;55 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2003;2023;Бензин;Хар;Лизинггүй;bzd 16 p horoo;Хойноо RWD;198000 км.;Дугаар аваагүй;5
Hyundai Starex, 2004/2017;5.5 сая ₮;2.4 л;Механик;Зөв;Гэр бүлийн;Саарал;2004;2017;Дизель;Хар;Лизинггүй;Улаанбаатар хот;Хойноо RWD;150000 км.;Дугаар авсан;4
